,SRR14291145,SRR14291146,SRR14291147,SRR14291148,SRR14291149,SRR14291150,SRR14291151,SRR14291152,SRR14291153,SRR14291154,SRR14291155,SRR14291156,SRR14291157,SRR14291158,SRR14291159,SRR14291160,SRR14291161,SRR14291162,SRR14291163,SRR14291164,SRR14291165
Candidatus Atelocyanobacterium thalassa,0.0003711832109535775,0.0,0.0,0.0,0.0,0.0003862031386377983,0.000388722083923543,0.00027166942901651366,0.0,0.0,0.0002554720368437127,0.0,0.0003948711873776604,0.0005327133096781304,0.0006043508947630836,0.0006185114285449209,0.000685692049700674,0.0009347778767455308,0.0006501103426867056,0.0003991852266628151,0.0
Paracoccus alcaliphilus,0.0005079349202522639,0.0,0.0,0.0,0.0,0.0,0.0007515293622521832,0.0006338953343718653,0.0,0.0006217834365597468,0.0,0.00047286700390340453,0.0,0.0,0.0012087017895261673,0.0011486640815834247,0.000685692049700674,0.0010349326492539806,0.0005959344807961468,0.0010886869818076776,0.0004867316940209879
Biomaibacter acetigenes,0.0008595821727346005,0.0,0.0003497222129560781,0.0002601674073199141,0.0003507351089032513,0.000702187524795997,0.0008811033902266976,0.0011319559542354737,0.0006671268671652094,0.00037307006193584814,0.0005573935349317367,0.0009907689605595143,0.0012692288165710515,0.0015981399290343917,0.0027195790264338765,0.0016788167346219283,0.00141423985250764,0.0013353969667793295,0.0010022534449753377,0.0011612661139281896,0.0005803339428711778
Allomuricauda lutaonensis,0.00042979108636730025,0.0,0.0,0.0,0.0,0.0,0.0002591480559490287,0.00033958678627064203,0.0003511194037711629,0.0,0.0,0.0004278320511506993,0.0,0.0,0.0,0.0,0.0005142690372755054,0.000701083407559148,0.000541758618905588,0.0009798182836269099,0.00028080674655056993
Selenomonas sp. oral taxon 136,0.003536008483294607,0.0,0.0,0.0,0.0,0.0,0.000777444167847086,0.001154595073320183,0.0,0.0,0.000836090302397605,0.004976362279173924,0.0018615355976375422,0.00180302966352598,0.004662135473886646,0.0015020991836090939,0.0015856628649328084,0.0014355517392877794,0.001083517237811176,0.0020685052654345875,0.0004867316940209879
Corynebacterium atrinae,0.0,0.0,0.0,0.0,0.0,0.002106562574387991,0.0004664665007082516,0.0,0.0,0.0,0.0,0.0,0.00036666610256497044,0.0,0.0,0.0,0.0009428265683384268,0.0004673889383727654,0.0006230224117414262,0.0,0.0
Incheonvirus P12002S,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000834623104237081,0.0,0.0,0.0
Halomonas profundi,0.00019535958471240923,0.0,0.00045732904771179445,0.0005983850368358024,0.0009246652871085716,0.0,0.00028506286154393156,0.00033958678627064203,0.0,0.0,0.0,0.0,0.0003948711873776604,0.0,0.0,0.0,0.0,0.0006676984833896648,0.0,0.0,0.0
Pikeienuella piscinae,0.0,0.0,0.0,0.0,0.0,0.0,0.0003628072783286401,0.0,0.0,0.0,0.0,0.0,0.0,0.000450757415881495,0.0,0.0005301526530385037,0.0009856823214447188,0.0010015477250844972,0.000406318964179191,0.00047176435878332695,0.0007113770912614438
Bradyrhizobium sp. 191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007897423747553208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Burkholderia ambifaria,0.0,0.0,0.0,0.0,0.0,0.002914078227903387,0.0,0.0010187603588119262,0.0010182462709363723,0.0015544585913993673,0.0,0.0,0.0006205118658791807,0.0011064045662545787,0.0,0.0018113548978815543,0.0013285283462950558,0.0012018572701013967,0.0011918689615922936,0.0009072391515063981,0.0
Corynebacterium heidelbergense,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003169476671859326,0.0,0.0,0.0,0.00040531457477434676,0.00031025593293959033,0.000450757415881495,0.0008201905000356135,0.0,0.0008571150621258424,0.0005341587867117319,0.0,0.0,0.0
Acinetobacter shaoyimingii,0.0008595821727346005,0.0004299920087638986,0.0005111324650896526,0.0,0.00044639013860413805,0.0,0.0,0.0,0.0,0.0,0.0,0.0005854543857851675,0.0,0.0,0.0,0.000485973265285295,0.0004714132841692134,0.0005341587867117319,0.0,0.0,0.0
Mariprofundus ferrinatatus,0.00031257533553985474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003792310332339116,0.0,0.0002620862967805319
Pseudomonas migulae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008012381800675979,0.0009751655140300585,0.0,0.0
Caldimonas brevitalea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003169476671859326,0.0,0.0,0.0,0.0,0.0004512813570030405,0.0006556471503730838,0.0005180150526540718,0.0,0.0010285380745510108,0.0014355517392877794,0.0007584620664678232,0.0011249765478679337,0.00029952719632060794
Thermobispora bispora,0.0,0.0,0.0,0.0002861841480519055,0.0,0.0,0.00028506286154393156,0.00027166942901651366,0.0,0.0,0.0,0.0,0.0,0.0,0.0005611829737085777,0.0,0.0,0.0004673889383727654,0.0003250551713433528,0.0,0.0002620862967805319
Vibrio natriegens,0.00039071916942481845,0.0,0.0,0.0,0.0,0.0,0.0,0.0006565344534565747,0.0,0.0,0.0007431913799089822,0.00045034952752705194,0.000902562714006081,0.00180302966352598,0.0010791980263626494,0.001104484693830216,0.0010285380745510108,0.000834623104237081,0.0008668137902489407,0.0,0.0008049793401116338
Usitatibacter palustris,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000485973265285295,0.0012428168400824716,0.0008012381800675979,0.00035214310228863223,0.0003991852266628151,0.00029952719632060794
Erythrobacter neustonensis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00047484713159956575,0.0,0.0005999805434880897,0.0,0.000406318964179191,0.0,0.0
Burkholderia pseudomultivorans,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007615372899426308,0.00090151483176299,0.001985724368507275,0.0010161259183237986,0.0,0.0,0.00035214310228863223,0.0,0.0
Companilactobacillus paralimentarius,0.000722830463435914,0.0,0.0005649358824675109,0.0,0.0005420451683050248,0.0,0.0,0.0005659779771177368,0.0,0.0003108917182798734,0.0003715956899544911,0.0005854543857851675,0.00036666610256497044,0.0008605368848646725,0.0010360301053081436,0.000485973265285295,0.0,0.0006676984833896648,0.00046049482606974975,0.0006532121890846066,0.0005428930433311019
Paenibacillus agaridevorans,0.0005665427956659867,0.001289976026291696,0.0021252349864253977,0.0011967700736716048,0.0012116303762112319,0.0,0.001995440030807521,0.0026487769329110082,0.0015449253765931164,0.0013057452167754683,0.001532832221062276,0.0006980417676669305,0.0024820474635167226,0.003933882902238502,0.0044031279475596095,0.0041970418365548205,0.0026570566925901117,0.003171567796100908,0.0022753861994034693,0.0017056096048320283,0.0017410018286135335
Edaphobacter flagellatus,0.0002735034185973729,0.0,0.00040352563033393626,0.0,0.0003826201188035469,0.0,0.0,0.0002263911908470947,0.0,0.0,0.0,0.0011033563424412774,0.0,0.0,0.0,0.0007510495918045469,0.0,0.0,0.0,0.0003991852266628151,0.0
Candidatus Legionella polyplacis,0.0003711832109535775,0.0,0.0,0.0003902511109798711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022742651140116124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Polaribacter undariae,0.0,0.0,0.0,0.0,0.0,0.0013692656733521943,0.0018917808084279093,0.0010866777160660546,0.0,0.0,0.0021366752172383243,0.0,0.0,0.0,0.0,0.0,0.0,0.002203404995185894,0.0037652224013938365,0.0,0.0
Kingevirus communis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008424202396517097
Methylomarinovum sp. IN45,0.0,0.0,0.0,0.0,0.0,0.0,0.0003368924727337373,0.0006112562152871557,0.0,0.0004974267492477975,0.0,0.0,0.0,0.0009424927786613078,0.0008633584210901194,0.000485973265285295,0.0,0.0,0.000541758618905588,0.00047176435878332695,0.0003369680958606839
Fructobacillus americanaquae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006185114285449209,0.0,0.0003338492416948324,0.0,0.0,0.0
Vibrio bathopelagicus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006185114285449209,0.0,0.0004340040142032822,0.0,0.0,0.0
Micromonospora sp. NBRC 110009,0.0,0.0,0.0,0.0,0.0,0.001158609415913395,0.0005182961118980573,0.0010866777160660546,0.0007724626882965582,0.0012746560449474812,0.0,0.0,0.0011564084773202912,0.0011883604600512142,0.0022447318948343106,0.0016346373468687195,0.0,0.0004673889383727654,0.0003792310332339116,0.0005806330569640948,0.00031824764609064595
Pseudomonas serboccidentalis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00018720449770037996
Azospirillum sp. TSA2s,0.0,0.0,0.000941559804112518,0.0006764352590317766,0.0,0.0,0.0008551885846317947,0.001064038596981345,0.0006671268671652094,0.0,0.0,0.0,0.0011282033925076014,0.0007785809910680368,0.0006043508947630836,0.0008835877550641728,0.0011142495807635953,0.0009013929525760475,0.000677198273631985,0.0006895017551448625,0.0
Lacinutrix neustonica,0.00035164725248233654,0.0,0.00037662392164500725,0.0,0.0,0.0005617500198367975,0.0004664665007082516,0.0005433388580330273,0.0,0.0,0.000766416110531138,0.0,0.0005641016962538007,0.0005327133096781304,0.0013813734737441912,0.0,0.0008142593090195503,0.0006009286350506984,0.0008668137902489407,0.0,0.0
Kosakonia pseudosacchari,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003169476671859326,0.0,0.0,0.0,0.0,0.0005641016962538007,0.0,0.0006043508947630836,0.00097194653057059,0.0,0.0,0.00046049482606974975,0.0,0.0
Georgenia wutianyii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005611829737085777,0.0,0.0,0.0,0.0,0.0,0.0004680112442509499
Paenibacillus psychroresistens,0.00148473284381431,0.0006946024756955287,0.0011298717649350217,0.0003382176295158883,0.00044639013860413805,0.000702187524795997,0.0008292737790368919,0.0006565344534565747,0.0005266791056567443,0.0005596050929037722,0.0004412698818209582,0.00173384568097915,0.0009307677988187711,0.0009834707255596256,0.0025900752632703585,0.0017671755101283456,0.0011142495807635953,0.0014689366634572625,0.0013002206853734112,0.0009798182836269099,0.0006739361917213678
Thioalkalivibrio nitratireducens,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004075041435247705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006428362965943819,0.0005341587867117319,0.0,0.0,0.0
Pacificitalea manganoxidans,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00033958678627064203,0.0,0.0,0.0,0.0,0.0004794864418157306,0.0005327133096781304,0.0005180150526540718,0.0005743320407917123,0.0009428265683384268,0.00040061909003379895,0.0,0.00047176435878332695,0.0002620862967805319
Bradyrhizobium sp. Ash2021,0.0,0.0,0.0,0.0006244017775677938,0.0,0.0,0.0,0.0006338953343718653,0.0,0.0,0.0,0.0,0.0008179474595680109,0.0005736912565764482,0.0008633584210901194,0.0015904579591155107,0.001757085877357977,0.001101702497592947,0.0008668137902489407,0.0009072391515063981,0.0
Comamonas terrigena,0.0,0.0,0.0,0.0,0.0,0.0,0.0003368924727337373,0.00036222590535535154,0.0,0.0,0.0,0.0006755242912905779,0.0005076915266284206,0.0006556471503730838,0.0,0.0,0.0,0.0,0.0003250551713433528,0.0,0.00029952719632060794
Silicimonas algicola,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00034198089010786077,0.0,0.0,0.0003948711873776604,0.000450757415881495,0.0004316792105450597,0.0,0.0007285478028069662,0.0005675437108812151,0.0005146706879603086,0.0007620808872653743,0.0
Dyadobacter fanqingshengii,0.000488398961781023,0.0004630683171303524,0.0005380341737785818,0.0004422845924438539,0.0,0.0,0.0007515293622521832,0.0014489036214214062,0.0005617910460338605,0.0,0.0,0.00022517476376352597,0.0,0.0,0.0008201905000356135,0.0006626908162981296,0.0013285283462950558,0.001268627118440363,0.0005688465498508673,0.0006532121890846066,0.0005616134931011399
Salinibacter ruber,0.0006251506710797095,0.0003638393920309912,0.0004304273390228654,0.0002861841480519055,0.0,0.00045642189111739807,0.0003368924727337373,0.0013130689069131493,0.00045645522490251174,0.00046633757741981014,0.0003715956899544911,0.00040531457477434676,0.0008743576291933909,0.001065426619356261,0.0008633584210901194,0.0014579197958558851,0.0025713451863775276,0.001502321587626746,0.001408572409154529,0.0012701348121089574,0.0005616134931011399
Staphylococcus pettenkoferi,0.0005274708787235048,0.0,0.0,0.0,0.0,0.000702187524795997,0.0006996997510623775,0.0005206997389483178,0.0003862313441482791,0.00037307006193584814,0.00032514622871017976,0.0013285311062048032,0.0,0.0005327133096781304,0.00047484713159956575,0.0016788167346219283,0.0011142495807635953,0.001769400980982612,0.0007584620664678232,0.0005080539248435829,0.00028080674655056993
Rothia aeria,0.0,0.0,0.0,0.0,0.0,0.0,0.00031097766713883445,0.0,0.0,0.0,0.0,0.00033776214564528893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Streptomyces sp. AM2-3-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000685692049700674,0.0008012381800675979,0.0003792310332339116,0.0005080539248435829,0.00024336584701049394
Pseudomonas oryziphila,0.0,0.0,0.0,0.0,0.0,0.0,0.0011661662517706292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uncultured Amphritea sp.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00024769224013987856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Crateriforma conspicua,0.0006837585464934322,0.0004961446254968062,0.0005918375911564399,0.0,0.0004145051287038424,0.0,0.0,0.0,0.0,0.0,0.0,0.0005854543857851675,0.0005076915266284206,0.0,0.0,0.0006185114285449209,0.0016285186180391006,0.0011684723459319134,0.0008939017211942202,0.0013064243781692132,0.00020592494747041795
Agrococcus sp. SL85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00036222590535535154,0.0,0.0,0.0,0.0,0.0,0.0,0.0009496942631991315,0.0,0.0,0.0005341587867117319,0.0005688465498508673,0.00047176435878332695,0.0
Streptomyces sp. Rer75,0.0,0.0,0.0,0.0,0.0,0.0,0.0013475698909349491,0.0010413994778966356,0.0015449253765931164,0.0,0.0,0.0,0.0014102542406345016,0.0,0.0011223659474171553,0.0015462785713623024,0.0010285380745510108,0.0014355517392877794,0.0006230224117414262,0.0,0.0004305703447108739
Achromobacter denitrificans,0.0006251506710797095,0.0,0.0004304273390228654,0.0005983850368358024,0.0,0.0,0.000388722083923543,0.0007018126916259936,0.0,0.0005596050929037722,0.0,0.0004953844802797571,0.0007897423747553208,0.0008195589379663546,0.0012950376316351792,0.0007510495918045469,0.0010713938276573033,0.0010349326492539806,0.000812637928358382,0.0005443434909038388,0.0005990543926412159
Clostridium beijerinckii,0.006935265257290527,0.0023814942023846694,0.004035256303339362,0.0020813392585593126,0.0021362956633198035,0.004248234525015782,0.005079301896600962,0.004550462936026603,0.0035111940377116286,0.002798025464518861,0.003065664442124552,0.010605731373262072,0.003666661025649704,0.005327133096781305,0.009453774710936808,0.011221564489314995,0.01349956222848202,0.01989741480501201,0.01397737236776417,0.009471576741726797,0.004661391992739461
Methanofervidicoccus sp. A16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009347778767455308,0.0005688465498508673,0.0,0.0
Paenibacillus beijingensis,0.0006446866295509503,0.0005292209338632599,0.00040352563033393626,0.0,0.0003188500990029557,0.000702187524795997,0.0009329330014165032,0.0010187603588119262,0.0008426865690507908,0.0006839617802157215,0.00046449461244311394,0.00047286700390340453,0.0012974339013837415,0.0020488973449158867,0.001813052684289251,0.0016788167346219283,0.0019713646428894376,0.0024037145402027935,0.001706539649552602,0.0018870574351333078,0.0012542701345925457
Sphingosinicella microcystinivorans,0.0005079349202522639,0.0,0.0,0.0,0.0,0.000702187524795997,0.0007256145566572802,0.0020375207176238524,0.0010884701516906048,0.0009637643266676077,0.0,0.0012609786770757454,0.0015230745798852617,0.0015161840352377561,0.002115228131670793,0.0008394083673109641,0.0028713354581215724,0.0011684723459319134,0.00135439654726397,0.0020322156993743314,0.0004867316940209879
Parasphaerochaeta coccoides,0.0005470068371947458,0.0003638393920309912,0.00037662392164500725,0.0,0.0003826201188035469,0.0006319687723163973,0.0004664665007082516,0.0009282038824730883,0.0003862313441482791,0.0003108917182798734,0.00023224730622155697,0.00047286700390340453,0.001043588138069531,0.0007785809910680368,0.0014677093158532032,0.0009277671428173815,0.0005142690372755054,0.0010349326492539806,0.0005688465498508673,0.0,0.0003369680958606839
Edaphobacter sp. 12200R-103,0.0,0.0,0.0,0.0,0.0,0.0,0.0003628072783286401,0.0003169476671859326,0.0,0.0,0.0,0.0,0.0,0.0,0.0005611829737085777,0.0,0.0,0.0003338492416948324,0.0002979672403980734,0.0,0.0003556885456307219
Candidatus Puniceispirillum marinum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002490303099318042,0.0,0.0,0.0002554720368437127,0.0,0.0004230762721903505,0.000614669203474766,0.0015108772369077093,0.0,0.0,0.0,0.000270879309452794,0.0,0.0
Turicibacter sanguinis,0.0009963338820332868,0.0061852696645268495,0.0006994444259121561,0.008299340293505259,0.0009565502970088673,0.0008777344059949961,0.0013216550853400464,0.001154595073320183,0.0006671268671652094,0.0005906942647317595,0.0006735171880425153,0.0016662932518500923,0.0007897423747553208,0.0007376030441697192,0.0009065263421446255,0.0024298663264264754,0.0017999416304642693,0.002804333630236592,0.0037652224013938365,0.001379003510289725,0.0015912382304532297
Campylobacter lanienae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002943085481012231,0.0,0.0,0.0,0.0004278320511506993,0.0,0.0,0.0,0.0,0.0,0.0,0.0003250551713433528,0.0003991852266628151,0.0
Bradyrhizobium sp. CB1024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004980606198636084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007714035559132583,0.0005341587867117319,0.0,0.0,0.0
Nodosilinea sp. E11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002490303099318042,0.0,0.0,0.0,0.00033776214564528893,0.0,0.0,0.00047484713159956575,0.0,0.0,0.0,0.0002979672403980734,0.0005806330569640948,0.0
Pseudoroseomonas cervicalis,0.0,0.0,0.0004304273390228654,0.0003382176295158883,0.0,0.0,0.0004664665007082516,0.0005659779771177368,0.0003862313441482791,0.0,0.0002554720368437127,0.0,0.0008743576291933909,0.00090151483176299,0.0009928621842536375,0.002208969387660432,0.0014999513587202243,0.0010683175734234637,0.0008397258593036615,0.0005806330569640948,0.0004680112442509499
Brevundimonas naejangsanensis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010187603588119262,0.002001380601495628,0.0013368343886034557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Maribacter sp. MJ134,0.0008205102557921186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00033776214564528893,0.0,0.0,0.0,0.0,0.0009856823214447188,0.0004340040142032822,0.000406318964179191,0.0005443434909038388,0.00022464539724045593
Dokdonia sp. PRO95,0.0008205102557921186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018914680156136181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00031824764609064595
Pedobacter sp. KBS0701,0.0008205102557921186,0.0,0.0005111324650896526,0.0,0.0,0.0,0.0003368924727337373,0.0002263911908470947,0.0,0.0,0.00030192149808802403,0.00045034952752705194,0.00036666610256497044,0.000450757415881495,0.0006906867368720956,0.0006185114285449209,0.0006428362965943819,0.0010015477250844972,0.0007584620664678232,0.0005806330569640948,0.0
Blautia sp. KLE_1732_HM_1032,0.6392556330959454,1.1828749398011187,1.7501713638843484,0.8788975354081336,1.025039298274702,0.8403078109233696,0.7771591049855422,1.7234255794425932,0.0,0.0,0.7329957231658559,0.0,0.8487474121834685,2.1710116266728736,2.006833481902928,3.088404280275803,1.380598086319201,1.5254573400761977,1.0636076085663957,0.0,1.1674821294586497
Ceduovirus CHPC1170,0.0009181900481483232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Listeria innocua,0.0016019485946417557,0.0005953735505961674,0.0011836751823128798,0.0002861841480519055,0.0008290102574076848,0.0003862031386377983,0.001010677418201212,0.0008829256443036693,0.000737350747919442,0.00040415923376383546,0.0005341688043095811,0.0018013981101082078,0.0008743576291933909,0.0011473825131528964,0.0010791980263626494,0.0016788167346219283,0.0015856628649328084,0.0014355517392877794,0.0010564293068658966,0.0007620808872653743,0.00037440899540075993
Claveliimonas bilis,0.032703194480857296,0.029007922437379933,0.046943481662181256,0.02325896621440032,0.027771843623157447,0.023663719585625097,0.036799023944762074,0.043602943357150446,0.026298843342460097,0.028508770566264392,0.03667184965238385,0.04631844890615729,0.04473326451292639,0.06134398650678165,0.08003332563505408,0.09882929040392772,0.05176974975240089,0.054050192230393375,0.043990799855133746,0.03335011120937519,0.0562175106594241
Phreatobacter aquaticus,0.0006056147126084685,0.0,0.0,0.0003122008887838969,0.0,0.0,0.0,0.00047542150077889894,0.0,0.0,0.0,0.0015537058699683292,0.0005076915266284206,0.0005327133096781304,0.0009065263421446255,0.000485973265285295,0.0004714132841692134,0.0,0.0003792310332339116,0.0,0.0003556885456307219
Streptomyces hundungensis,0.00029303937706861384,0.0014884338764904186,0.0008608546780457308,0.000572368296103811,0.00047827514850443364,0.0,0.0005701257230878631,0.000815008287049541,0.0,0.0,0.0,0.0003602796220216416,0.0006769220355045607,0.00090151483176299,0.0011655338684716614,0.001104484693830216,0.0006428362965943819,0.0007344683317286313,0.0006230224117414262,0.0005080539248435829,0.00044929079448091186
