,SRR14291145,SRR14291146,SRR14291147,SRR14291148,SRR14291149,SRR14291150,SRR14291151,SRR14291152,SRR14291153,SRR14291154,SRR14291155,SRR14291156,SRR14291157,SRR14291158,SRR14291159,SRR14291160,SRR14291161,SRR14291162,SRR14291163,SRR14291164,SRR14291165
Pseudomonas orientalis,0.00025396746012613193,0.0,0.0,0.0,0.0,0.0,0.000388722083923543,0.0009055647633883787,0.0005266791056567443,0.0,0.0005109440736874253,0.0,0.0010153830532568411,0.000614669203474766,0.0005611829737085777,0.0010603053060770074,0.0011999610869761793,0.0011684723459319134,0.0007313741355225438,0.001415293076349981,0.00024336584701049394
Tenacibaculum jejuense,0.0010744777159182506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006980417676669305,0.0,0.0,0.0004316792105450597,0.0011486640815834247,0.0009856823214447188,0.0017360160568131288,0.0007584620664678232,0.0011975556799884454,0.0
Yam chlorotic necrosis virus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00024336584701049394
Corynebacterium breve,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000485973265285295,0.0008571150621258424,0.0,0.0005959344807961468,0.0006169226230243506,0.00022464539724045593
Dickeya oryzae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009232165314304564,0.0,0.0,0.0,0.0,0.0,0.0006676984833896648,0.000406318964179191,0.0,0.0
Enterobacter hormaechei,0.0031062173969273067,0.0043991490127383475,0.0042235682641618665,0.002237439702951261,0.0,0.0,0.006452786593130815,0.005025884436805503,0.0038272015011056753,0.0,0.0,0.003963075842238057,0.005894862725852217,0.010326442618376067,0.008978927579337243,0.011089026326055369,0.01611376316796584,0.014756136482911594,0.006609455150648174,0.012483610724728035,0.004792435141129727
Desulfitobacterium hafniense,0.0015824126361705148,0.0008269077091613436,0.0022597435298700435,0.001014652888547665,0.0011159753465103451,0.0014745938020715938,0.002176843669971841,0.0031015593146051976,0.0019311567207413957,0.0017720827941952787,0.0009289892248862279,0.002409369972269728,0.0027923033964563134,0.0034011695925603713,0.005654997658140283,0.004329579999814447,0.00402844079199146,0.005909131577998534,0.0020857706827865138,0.00275800702057945,0.0026770243171154334
Parabacteroides faecis,0.034109783490786645,0.004531454246204163,0.003120598207915774,0.00832535703423725,0.004081281267237833,0.06340753348907853,0.06268791473407004,0.054130133731540346,0.046628656820810424,0.06737023535124857,0.08458446892589105,0.02195453946694378,0.1063895799134668,0.08912703450384107,0.11284094563647862,0.012060972856625957,0.016199474674178423,0.01225226717020035,0.014004460298709451,0.01770930823740489,0.0026957447668854713
Synechococcus sp. PCC 6312,0.0,0.0,0.0,0.0,0.0,0.0,0.00031097766713883445,0.00027166942901651366,0.0,0.0,0.0,0.0,0.00033846101775228036,0.0006966250972714014,0.0010791980263626494,0.0,0.0,0.0010015477250844972,0.00043340689512447037,0.0,0.00024336584701049394
Devosia sp. I507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004527823816941894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002620862967805319
Hydrogenophaga sp. SL48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004075041435247705,0.0,0.0,0.0,0.0,0.0005641016962538007,0.0,0.0008201905000356135,0.0008835877550641728,0.0,0.0005007738625422486,0.00046049482606974975,0.0,0.0
Streptococcus sp. 116-D4,0.0,0.000396915700397445,0.0,0.0,0.0004145051287038424,0.0,0.0006219553342776689,0.000815008287049541,0.0,0.0006528726083877342,0.0004180451511988025,0.0006530068149142253,0.0006769220355045607,0.0006556471503730838,0.0008201905000356135,0.00097194653057059,0.0020570761491020217,0.0006343135592201815,0.000406318964179191,0.0015967409066512605,0.0
Gleimia hominis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003715956899544911,0.0,0.0,0.0,0.0,0.0,0.0,0.0005007738625422486,0.0,0.0,0.0
Gemella morbillorum,0.0006837585464934322,0.0007276787840619824,0.0008608546780457308,0.0004422845924438539,0.0005420451683050248,0.000702187524795997,0.0011143366405808233,0.000769730048880122,0.0003862313441482791,0.00034198089010786077,0.00046449461244311394,0.0011934262479466875,0.0006487169506918707,0.0009424927786613078,0.0010360301053081436,0.0017229961223751368,0.001757085877357977,0.002904488402745042,0.0014898362019903672,0.0011249765478679337,0.0005616134931011399
Flavobacterium sp. 140616W15,0.0013284451760443826,0.0,0.00029591879557821994,0.0,0.0,0.0,0.00041463688951844595,0.0003169476671859326,0.0,0.00034198089010786077,0.00039482042057664685,0.0008106291495486935,0.0005923067810664907,0.0,0.0007338546579266016,0.0,0.0012428168400824716,0.0008012381800675979,0.0006501103426867056,0.0007257913212051184,0.0007675384405715578
Kyrpidia tusciae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012370228570898418,0.0010713938276573033,0.0010683175734234637,0.00046049482606974975,0.0009798182836269099,0.0004305703447108739
Paracoccus zhejiangensis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00036222590535535154,0.0,0.0,0.0,0.0,0.0,0.0009424927786613078,0.0,0.0,0.0,0.0,0.0,0.0,0.0002620862967805319
Vibrio fluvialis,0.0006642225880221913,0.0,0.0005918375911564399,0.0,0.0,0.003054515732862587,0.0016326327524788808,0.0015168209786755346,0.0023876119456439074,0.0019586178251632027,0.0009289892248862279,0.00029272719289258375,0.0011282033925076014,0.0013932501945428028,0.0012087017895261673,0.00194389306114118,0.0021856434084208984,0.0019697105259995113,0.0018690672352242785,0.0022499530957358674,0.0005990543926412159
uncultured Erythrobacter sp.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002943085481012231,0.0,0.0,0.0,0.0,0.0007897423747553208,0.0,0.0009928621842536375,0.0,0.0,0.0006343135592201815,0.0,0.0,0.00031824764609064595
Pantoea eucrina,0.00019535958471240923,0.0,0.0,0.0,0.0,0.0,0.0,0.00047542150077889894,0.0,0.0,0.00039482042057664685,0.0,0.00033846101775228036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002620862967805319
Methanoculleus chikugoensis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005433388580330273,0.0,0.0,0.0,0.0,0.0,0.0,0.0005611829737085777,0.000485973265285295,0.0,0.0007678532558981145,0.0,0.0007983704533256303,0.0
Natronomonas pharaonis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005675437108812151,0.0,0.0,0.0
Prevotella scopos,0.011975542542870685,0.005755277655762951,0.0072365596373219244,0.004683013331758454,0.0060900368909564545,0.0,0.0,0.0,0.0,0.0,0.0,0.030893977588355763,0.0,0.0,0.0,0.0017671755101283456,0.00201422039599573,0.0019029406776605447,0.001977418959005396,0.0022136635296756114,0.0004680112442509499
Paraburkholderia edwinii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005433388580330273,0.0,0.0,0.0,0.0,0.0,0.0004917353627798128,0.0006906867368720956,0.000485973265285295,0.0004714132841692134,0.0004673889383727654,0.000270879309452794,0.0,0.00024336584701049394
Pseudomonas phytophila,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002943085481012231,0.0,0.0,0.0,0.0007881116731723408,0.00036666610256497044,0.0005736912565764482,0.0,0.0005743320407917123,0.0005571247903817976,0.0,0.000270879309452794,0.00043547479272307104,0.00029952719632060794
Faecalibacterium sp. IP-1-18,0.026275864143819036,0.13025450234709485,0.18887689670497113,0.1283665987716456,0.11048155930452416,0.1630830526338703,0.15870226946318516,0.15668534318527425,0.17103026157693343,0.08978552823922745,0.23580069000674678,0.02472418906123515,0.14404336813840798,0.19480915955460248,0.21195449237762434,0.32480685876158993,0.2919333901600619,0.2896476020944366,0.32738473340464685,0.23221693321957762,0.08763042537354786
Mucilaginibacter sp. SMC90,0.0009572619650908051,0.0,0.0,0.0002601674073199141,0.0,0.0,0.0,0.0002263911908470947,0.0,0.00037307006193584814,0.0,0.0005179019566561098,0.0,0.0,0.0,0.0,0.0,0.0004673889383727654,0.0006501103426867056,0.00043547479272307104,0.00018720449770037996
Campylobacter sp. 19-13652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00029272719289258375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003991852266628151,0.0
Pedobacter sp. D749,0.00023443150165489103,0.0004961446254968062,0.0,0.0005463515553718195,0.0,0.0006670781485561971,0.0005701257230878631,0.0004075041435247705,0.0006320149267880931,0.0005596050929037722,0.0005341688043095811,0.00038279709839799417,0.0004512813570030405,0.0,0.0,0.0,0.0005571247903817976,0.0006009286350506984,0.00046049482606974975,0.0006895017551448625,0.00024336584701049394
Shewanella psychrotolerans,0.0,0.0003307630836645374,0.00048423075640072357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00029952719632060794
Pediococcus acidilactici,0.002676426310560006,0.0,0.0009146580954235889,0.0,0.0,0.0,0.0,0.0022639119084709473,0.0,0.0,0.0,0.00234181754314067,0.0,0.0,0.0,0.003313454081490648,0.0014570956056139323,0.0016024763601351958,0.0010293413759206171,0.0010523974157474218,0.0
Streptomyces marincola,0.00029303937706861384,0.0,0.0,0.0,0.0005101601584047292,0.0,0.000388722083923543,0.0007244518107107031,0.0004213432845253954,0.0,0.0,0.00027020971651623115,0.0005358966114411106,0.0006556471503730838,0.0009496942631991315,0.0012370228570898418,0.0010285380745510108,0.0005675437108812151,0.0003792310332339116,0.0,0.0004680112442509499
Salinimonas sediminis,0.00019535958471240923,0.0003638393920309912,0.0004304273390228654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003338492416948324,0.0,0.0,0.0006177748424112538
Spiroplasma syrphidicola,0.00039071916942481845,0.0,0.00037662392164500725,0.0,0.0,0.0,0.0003628072783286401,0.00036222590535535154,0.0,0.0,0.0,0.0,0.0,0.0011883604600512142,0.0014245413947986973,0.0006626908162981296,0.0008999708152321347,0.0005341587867117319,0.0,0.0,0.0007300975410314818
Sphingomonas sp. CV7422,0.00042979108636730025,0.0,0.0,0.0,0.0,0.0,0.0,0.00033958678627064203,0.0,0.0,0.0,0.0013510485825811557,0.0,0.0,0.0,0.0,0.0,0.0,0.00046049482606974975,0.0,0.0
Luteolibacter luteus,0.0006837585464934322,0.0,0.0003497222129560781,0.0,0.0,0.0,0.0,0.0004527823816941894,0.0,0.0003108917182798734,0.0,0.0012159437243230403,0.0004512813570030405,0.0,0.0,0.0,0.0008571150621258424,0.0005341587867117319,0.000270879309452794,0.0,0.00024336584701049394
Clavibacter michiganensis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014036253832519871,0.0011586940324448374,0.0,0.0,0.0,0.0014384593254471916,0.001844007610424298,0.0024605715001068404,0.0023856869386732664,0.0021427876553146066,0.0021366351468469274,0.0015169241329356464,0.0016693200387717724,0.0
Bradyrhizobium commune,0.0,0.001157670792825881,0.00037662392164500725,0.0,0.0005739301782053203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013285283462950558,0.001502321587626746,0.0006230224117414262,0.00047176435878332695,0.0
Pseudemcibacter aquimaris,0.00046886300330978205,0.0003307630836645374,0.00029591879557821994,0.0,0.0,0.0,0.0,0.0002263911908470947,0.0,0.0,0.0,0.001959020444742676,0.0,0.0,0.0004316792105450597,0.0006185114285449209,0.0015856628649328084,0.0008012381800675979,0.000406318964179191,0.0,0.00028080674655056993
Luteitalea pratensis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006791735725412841,0.0,0.0,0.0,0.0,0.0004794864418157306,0.000614669203474766,0.0009496942631991315,0.0008835877550641728,0.0005142690372755054,0.0,0.0003250551713433528,0.0,0.00028080674655056993
Bartonella sp. TP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022284991615271906,0.0,0.0,0.0,0.0
Polynucleobacter sp. MWH-UH35A,0.0,0.0,0.0,0.0005203348146398282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Desulfolutivibrio sulfoxidireducens,0.00029303937706861384,0.0,0.0,0.0,0.0,0.0,0.000596040528682766,0.0005659779771177368,0.0,0.0003108917182798734,0.0003715956899544911,0.0,0.0007615372899426308,0.0011883604600512142,0.001769884763234745,0.0020322518366475972,0.0010713938276573033,0.0007678532558981145,0.000812637928358382,0.0005443434909038388,0.0005428930433311019
Palleronia sp. LCG004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005743320407917123,0.0005142690372755054,0.0,0.0,0.0003991852266628151,0.0
Cohnella herbarum,0.0011526215498032144,0.0,0.00040352563033393626,0.0,0.0,0.0006319687723163973,0.0007515293622521832,0.0009734821206425073,0.0006671268671652094,0.0006839617802157215,0.0005573935349317367,0.0007881116731723408,0.0010999983076949113,0.0008195589379663546,0.0009496942631991315,0.0010603053060770074,0.0013285283462950558,0.001402166815118296,0.0008939017211942202,0.0007620808872653743,0.00031824764609064595
Micromonospora viridifaciens,0.0,0.0,0.0,0.0,0.0,0.0,0.00041463688951844595,0.0007018126916259936,0.0,0.0,0.0,0.0,0.0005358966114411106,0.000614669203474766,0.0007338546579266016,0.0007510495918045469,0.0018427973835705613,0.0013020120426098464,0.0008668137902489407,0.0011249765478679337,0.0003556885456307219
Bifidobacterium lemurum,0.0009963338820332868,0.0,0.000322820504267149,0.0,0.0,0.0,0.0002591480559490287,0.00043014326260947997,0.0003511194037711629,0.0,0.0,0.0022067126848825547,0.0004230762721903505,0.0,0.0006043508947630836,0.0005743320407917123,0.0017999416304642693,0.0010349326492539806,0.000677198273631985,0.0010161078496871657,0.0005428930433311019
Syntrophus aciditrophicus,0.00023443150165489103,0.0,0.00029591879557821994,0.0,0.0003188500990029557,0.0,0.0,0.00036222590535535154,0.0,0.0,0.0,0.0,0.00036666610256497044,0.0,0.0007338546579266016,0.00097194653057059,0.0,0.0,0.0003792310332339116,0.0,0.0005428930433311019
Methanococcoides burtonii,0.0006446866295509503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00029272719289258375,0.0,0.0,0.0,0.0,0.0,0.0,0.000270879309452794,0.0,0.00022464539724045593
Yimella sp. cx-51,0.0005470068371947458,0.0,0.0003497222129560781,0.0,0.0,0.0,0.0,0.00036222590535535154,0.0,0.0,0.0,0.00029272719289258375,0.0,0.0,0.0006475188158175896,0.0,0.0,0.0,0.0002979672403980734,0.0,0.00039312944517079794
Capnocytophaga sp. oral taxon 878,0.0011721575082744554,0.0,0.000941559804112518,0.0,0.00047827514850443364,0.00045642189111739807,0.000388722083923543,0.0004527823816941894,0.0,0.0,0.0,0.0015762233463446815,0.0008743576291933909,0.0009424927786613078,0.0022015639737798048,0.0013253816325962593,0.002099931902208314,0.0024704843885417598,0.0014356603400998082,0.0009072391515063981,0.0009173020387318617
Amphritea japonica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006906867368720956,0.0,0.0,0.0,0.0,0.0,0.0
Mammaliicoccus vitulinus,0.0006446866295509503,0.0004961446254968062,0.0008339529693568018,0.0,0.0006377001980059114,0.0003862031386377983,0.0003368924727337373,0.00033958678627064203,0.0,0.0,0.0002554720368437127,0.0012384612006993928,0.0,0.0,0.0005180150526540718,0.0005743320407917123,0.0014570956056139323,0.001769400980982612,0.000948077583084779,0.0005443434909038388,0.0006552157419513298
Paraburkholderia kirstenboschensis,0.0004493270448385412,0.0,0.0,0.0,0.0,0.0,0.0,0.0003169476671859326,0.0,0.0,0.0,0.0,0.00031025593293959033,0.0,0.0,0.0,0.0,0.0005007738625422486,0.0,0.00047176435878332695,0.00028080674655056993
Cupriavidus taiwanensis,0.0025592105597325608,0.001289976026291696,0.001506495686580029,0.000702451999763768,0.0015942504950147787,0.0018607969407093917,0.0016067179468839776,0.0028978072428428123,0.0018609328399871632,0.0012124777012915064,0.0006502924574203595,0.00416573312962523,0.002623072887580173,0.003155301911170465,0.004791639237050164,0.005654961632410705,0.003942729285778875,0.0033051074927788406,0.0030880241277618514,0.004209589662989687,0.002901669714355889
Salinimicrobium tongyeongense,0.0016214845531129962,0.0003307630836645374,0.0,0.0003382176295158883,0.0004145051287038424,0.0003510937623979985,0.0,0.00033958678627064203,0.0004213432845253954,0.0,0.0,0.0004953844802797571,0.0,0.0004097794689831773,0.0,0.0007952289795577554,0.0007714035559132583,0.0009013929525760475,0.0009751655140300585,0.0010523974157474218,0.00022464539724045593
Uruburuella suis,0.0004102551278960593,0.0,0.0,0.0,0.0,0.0,0.0003368924727337373,0.0,0.0,0.0,0.0,0.0,0.0006205118658791807,0.0005736912565764482,0.0005180150526540718,0.0006185114285449209,0.0011571053338698873,0.0009013929525760475,0.00043340689512447037,0.0011249765478679337,0.0
Methylomonas sp. LL1,0.0002735034185973729,0.0,0.0006994444259121561,0.0004943180739078368,0.0007014702178065026,0.0,0.0,0.0,0.0,0.0,0.0009057644942640723,0.00033776214564528893,0.0,0.0,0.0006043508947630836,0.000485973265285295,0.0005571247903817976,0.0013020120426098464,0.003575606884776881,0.0006895017551448625,0.0
Paenibacillus odorifer,0.0008205102557921186,0.0012568997179252422,0.0014526922692021705,0.0004943180739078368,0.0013710554257127096,0.0010532812871939955,0.0015289735300992693,0.00129042978782844,0.0008426865690507908,0.0011192101858075443,0.0012773601842185633,0.0008781815786777512,0.0018897406824502322,0.0034011695925603713,0.0030649223948699244,0.003711068571269526,0.002099931902208314,0.0027041788577281426,0.0020045068899506753,0.0022136635296756114,0.0011419474359723176
Streptomyces nigrescens,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001671374371145393,0.001502321587626746,0.001679451718607323,0.002395111359976891,0.0
Raineyella sp. W15-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000406318964179191,0.0,0.0002620862967805319
Pseudoxanthomonas spadix,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000384865024440061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007952289795577554,0.0010285380745510108,0.0008680080284065644,0.00046049482606974975,0.0007620808872653743,0.0002620862967805319
Arachidicoccus sp. B3-10,0.001758236262411683,0.0,0.0,0.0,0.0,0.0,0.0,0.0002263911908470947,0.0,0.0,0.0,0.0009232165314304564,0.0,0.0,0.0,0.0004417938775320864,0.0005999805434880897,0.000701083407559148,0.0005688465498508673,0.0,0.0015537973309131536
Amycolatopsis mediterranei,0.0,0.0,0.0,0.0,0.0006058151881056159,0.0,0.0,0.00043014326260947997,0.0,0.0,0.0,0.00024769224013987856,0.0,0.0,0.0007770225789811077,0.0,0.0,0.0,0.0,0.0,0.0004305703447108739
Pseudomonas sp. CC6-YY-74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002943085481012231,0.0,0.0,0.0,0.0,0.0,0.0,0.0006475188158175896,0.0,0.0005142690372755054,0.0,0.0,0.0,0.0
uncultured Macellibacteroides sp.,0.010002410737275352,0.00158766280158978,0.0020445298603586105,0.0009886361478156735,0.0008608952673079805,0.0,0.0007256145566572802,0.0005206997389483178,0.0,0.00040415923376383546,0.00023224730622155697,0.007295662345938241,0.0,0.0004097794689831773,0.0007770225789811077,0.00388778612228236,0.0055283921507116845,0.004139730597015922,0.004306981020299424,0.005225697512676853,0.0006552157419513298
Thermococcus paralvinellae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002490303099318042,0.0,0.0,0.0,0.0,0.000846152544380701,0.0,0.0012518697105806734,0.0,0.0,0.00040061909003379895,0.0,0.0,0.0
Pseudomonas eucalypticola,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00024769224013987856,0.00033846101775228036,0.0,0.0,0.0006185114285449209,0.0,0.00040061909003379895,0.0,0.0,0.00024336584701049394
Pectinatus frisingensis,0.0014261249684005871,0.0009922892509936123,0.0014526922692021705,0.0005983850368358024,0.0007971252475073893,0.0004213125148775982,0.0005442109174929602,0.0005433388580330273,0.0005266791056567443,0.00046633757741981014,0.0005573935349317367,0.002634544736033254,0.0010717932228822213,0.0011064045662545787,0.0028059148685428883,0.0018113548978815543,0.0018427973835705613,0.0021366351468469274,0.0013002206853734112,0.0006532121890846066,0.0006739361917213678
Runella slithyformis,0.0010354057989757687,0.0006284498589626211,0.00040352563033393626,0.0003902511109798711,0.0005739301782053203,0.0003862031386377983,0.0,0.00036222590535535154,0.0,0.0,0.0,0.0020265728738717336,0.0,0.000450757415881495,0.0007338546579266016,0.0008835877550641728,0.0018427973835705613,0.001101702497592947,0.000948077583084779,0.0014515826424102369,0.0003556885456307219
Saccharothrix syringae,0.00033211129401109564,0.0,0.0,0.0003642343702478797,0.00044639013860413805,0.0,0.0004664665007082516,0.0008829256443036693,0.0005266791056567443,0.0004352484055918228,0.0,0.0,0.0012128186469456714,0.0008195589379663546,0.0012087017895261673,0.00097194653057059,0.0021427876553146066,0.0019029406776605447,0.0010293413759206171,0.0012338452460487013,0.0004680112442509499
Bartonella quintana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006343135592201815,0.0,0.0,0.0
Roseibium sp. Sym1,0.0006642225880221913,0.0,0.0,0.0,0.0009884353069091628,0.0009830625347143956,0.0003628072783286401,0.00043014326260947997,0.0,0.0,0.00034837095933233544,0.0,0.0006769220355045607,0.0014752060883394384,0.0008633584210901194,0.0014137404081026764,0.0012428168400824716,0.0009013929525760475,0.0008668137902489407,0.0010523974157474218,0.0007862588903415959
Candidatus Wolbachia massiliensis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007897423747553208,0.0,0.0014677093158532032,0.0,0.0,0.00040061909003379895,0.0,0.0,0.0
Shewanella psychropiezotolerans,0.0006642225880221913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007881116731723408,0.00033846101775228036,0.0,0.0,0.0,0.0,0.0,0.0,0.00047176435878332695,0.00024336584701049394
Thermococcus aggregans,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004673889383727654,0.0,0.0,0.0006364952921812919
Campylobacter insulaenigrae,0.000742366421907155,0.0,0.0,0.0,0.0,0.0,0.00028506286154393156,0.0004527823816941894,0.0,0.00034198089010786077,0.0,0.0011483912951939824,0.0,0.0,0.0,0.0,0.0004285575310629212,0.00040061909003379895,0.0002979672403980734,0.0,0.0
Streptomyces sp. HUAS 14-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00047542150077889894,0.0,0.0,0.0,0.0,0.000846152544380701,0.0009424927786613078,0.0007770225789811077,0.0,0.0,0.0006676984833896648,0.00046049482606974975,0.0007257913212051184,0.0
Cryobacterium sp. PAMC25264,0.0003711832109535775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00038279709839799417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Flaviflexus equikiangi,0.00021489554318365013,0.0,0.0,0.0,0.0,0.0,0.0002591480559490287,0.0002943085481012231,0.000491567165279628,0.0,0.0,0.0,0.00033846101775228036,0.0,0.0006906867368720956,0.0007510495918045469,0.0,0.0004673889383727654,0.0003250551713433528,0.0,0.00037440899540075993
Vibrio alginolyticus,0.0019145239301816101,0.0006615261673290748,0.001560299103957887,0.0,0.0,0.0,0.0,0.0017658512886073387,0.0,0.0,0.00167218060479521,0.0037604185548508837,0.0036948661104623938,0.002417698867000746,0.006302516473957872,0.0043737593875676556,0.0029141912112278646,0.0019697105259995113,0.001950331028060117,0.0,0.0012729905843625838
Methanosarcina sp. Kolksee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00040531457477434676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Basilea psittacipulmonis,0.00035164725248233654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00047286700390340453,0.0,0.0,0.0,0.0,0.0,0.0,0.0002979672403980734,0.00043547479272307104,0.0
Demequina sp. TMPB413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00043014326260947997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013285283462950558,0.0010015477250844972,0.0,0.0006532121890846066,0.0
Deinococcus puniceus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002490303099318042,0.0,0.0,0.0,0.0,0.0005358966114411106,0.0006966250972714014,0.0,0.0,0.0008142593090195503,0.0,0.0,0.0,0.0004118498949408359
Thalassotalea sp. LPB0316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002490303099318042,0.0,0.0,0.0004412698818209582,0.0012834961534520979,0.0,0.0,0.0006043508947630836,0.0,0.0,0.0007344683317286313,0.0003792310332339116,0.0,0.0
Streptomyces sp. WAC 01438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006428362965943819,0.0,0.0,0.0,0.0002620862967805319
Arcobacter nitrofigilis,0.00033211129401109564,0.0,0.0,0.0004422845924438539,0.0,0.0004213125148775982,0.000596040528682766,0.00043014326260947997,0.0004213432845253954,0.0,0.00034837095933233544,0.0004278320511506993,0.0005641016962538007,0.0,0.0006906867368720956,0.0004417938775320864,0.0009856823214447188,0.002904488402745042,0.0010564293068658966,0.0009435287175666539,0.00018720449770037996
Pigmentiphaga aceris,0.00039071916942481845,0.0,0.00040352563033393626,0.0002861841480519055,0.0,0.0,0.00028506286154393156,0.0005886170962024462,0.0,0.0,0.0,0.0013510485825811557,0.0,0.0,0.00047484713159956575,0.001104484693830216,0.0005999805434880897,0.0006676984833896648,0.00048758275701502924,0.00047176435878332695,0.0006177748424112538
Geobacillus sp. 46C-IIa,0.0005470068371947458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005629369094088148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arthrobacter sp. PGP41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013820491558218116,0.001229338406949532,0.002158396052725299,0.0,0.0009428265683384268,0.0,0.0005688465498508673,0.0,0.0
Companilactobacillus allii,0.0006056147126084685,0.0,0.0005649358824675109,0.0,0.0,0.0003510937623979985,0.0,0.00043014326260947997,0.0,0.0,0.00030192149808802403,0.0013510485825811557,0.00028205084812690036,0.0004097794689831773,0.0005611829737085777,0.0005301526530385037,0.0004714132841692134,0.00040061909003379895,0.00043340689512447037,0.00043547479272307104,0.0004305703447108739
Rathayibacter festucae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017999416304642693,0.0,0.0,0.0009072391515063981,0.0
